index,project_name,create_time,project_language,contributor,star,fork,issues,watch,project_commits,code_language,keyword_index,matched_keyword,path_of_first_file_commit,final_change_commit_path,code_granularity_data,code_func_type,number_of_bug_or_vulnerability_all_commit,comments,start_end_line_data,first_loc,final_start_end_line_data,final_loc_add,final_loc_minus,final_change_type,test_code_data,regular_expression_data,number_of_commits,number_of_change_commit_to_first,change_commit_to_first_index,change_commit_to_first_hash,change_commit_to_first_blocks,number_of_all_change_commit,all_change_commit_index,all_change_commit_hash,all_change_commit_blocks,number_of_all_change_fix_commit,real_fixed_commit_number,real_fixed_commit_hash,real_fixed_commit_reason,all_change_fix_commit_index,all_change_fix_commit_hash,all_change_fix_commit_blocks,project_lines,project_locs,project_statements,project_functions,project_classes,project_files,project_density_comments,project_comments,project_duplicated_lines,project_duplicated_blocks,project_duplicated_files,project_duplicated_lines_density,project_vulnerability,project_bugs,project_code_smells,project_sqale_index,project_sqale_debt_ratio,project_complexity_all,project_cognitive_complexity_all,project_complexity_mean_method,project_cognitive_complexity_mean_method,code_lines,code_locs,code_statements,code_functions,code_classes,code_files,code_density_comments,code_comments,code_duplicated_lines,code_duplicated_blocks,code_duplicated_files,code_duplicated_lines_density,code_code_smells,code_sqale_index,code_sqale_debt_ratio,code_complexity_all,code_cognitive_complexity_all,code_complexity_mean_method,code_cognitive_complexity_mean_method,manual_vs_gpt_loc_ratio,manual_vs_gpt_change_commit_ratio,manual_vs_gpt_change_fix_commit_ratio
43.0,cpppc,2023-12-22 13:56:38,Python,,1.0,0.0,0.0,1.0,268.0,Python,38.0,written by chatgpt,cpppc\922e43fa6773c1f3b22006980fbf52c5aa33526f\src\dev\fileutils.py,,method,,78.0,,"[38,53]",16.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],5872.0,4011.0,2385.0,386.0,77.0,30.0,6.1,259.0,162.0,6.0,4.0,2.8,0.0,0.0,869.0,3287.0,2.7,719.0,551.0,1.86,1.43,17.0,12.0,11.0,1.0,0.0,1.0,14.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,6.0,,,
,phdSideQuests,2019-09-26 11:09:23,Python,2.0,0.0,1.0,1.0,2.0,164.0,Python,3.0,written by chatgpt,phdSideQuests\70077224a7d894e8ce7e5dfd5d2653105eb30ad1\labmeeting-rocketchat\pickle_editor.py,phdSideQuests\c00f77848ea173b972f6a46e667b1b04192eef80\labmeeting-rocketchat\pickle_editor.py,file,,0.0,,"[1,51]",51.0,,,,,,,3.0,2.0,"[-2, -3]","['d80963e974be42b04fa98faa9bda870df360d14e', 'c00f77848ea173b972f6a46e667b1b04192eef80']","[[{'highest_ratio': 0.8292413793103448, 'best_match_position': (1, 56)}], [{'highest_ratio': 0.7484841135095804, 'best_match_position': (1, 71)}]]",2.0,"[-2, -3]","['d80963e974be42b04fa98faa9bda870df360d14e', 'c00f77848ea173b972f6a46e667b1b04192eef80']","[[{'highest_ratio': 0.8292413793103448, 'best_match_position': (1, 56)}], [{'highest_ratio': 0.7484841135095804, 'best_match_position': (1, 71)}]]",0.0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,SystemGPT,2023-04-27 00:26:23,Python,,2.0,0.0,0.0,1.0,6.0,Python,8.0,written by chatgpt,SystemGPT\222807b913f65574fff12f0ffd803a8e20952214\sysGPT.py,,method,,0.0,,"[8,18]",11.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],74.0,56.0,44.0,3.0,0.0,1.0,29.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,32.0,1.9,6.0,9.0,2.0,3.0,12.0,6.0,6.0,1.0,0.0,1.0,40.0,4.0,0.0,0.0,0.0,0.0,1.0,10.0,5.6,2.0,1.0,2.0,1.0,,,
,scripts,2022-06-12 17:58:37,Python,2.0,0.0,0.0,0.0,1.0,241.0,Python,28.0,written by chatgpt,scripts\f83e1f14745479d6ef91b37d59ea1be8c99df994\ytd.py,,method,,,,"[29,36]",8.0,,,,,,,3.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CodeCollab,2023-01-31 16:36:32,Python,,0.0,0.0,0.0,3.0,201.0,Python,18.0,written by chatgpt,CodeCollab\e29a0ad7eaab2dc64cec1977c0cad0f2b598f72c\model\poc\type_inference_aug.py,,method,,24.0,,"[[9,25],[54,76]]",40.0,,,,,,,4.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,full_stack_ChromHMM_annotations,2020-10-29 20:49:32,Python,2.0,25.0,0.0,1.0,4.0,56.0,Python,16.0,written by chatgpt,full_stack_ChromHMM_annotations\887812af90b02d54330ea44582ac670963e491af\chromHMM_utilities\liftOver\clean_overlapping_bases_and_compress.py,,method,,0.0,,"[8,30]",23.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COOD_benchmarking,2023-01-27 22:05:45,Python,2.0,13.0,0.0,1.0,1.0,97.0,Python,433.0,written by chatgpt,COOD_benchmarking\f5db1edc91d346be5dc197e6c2305b43ec924317\utils\confidence_functions.py,COOD_benchmarking\acf02ea85ff7c4819d6490ac85088a75d28f6915\utils\confidence_functions.py,method,,78.0,,"[419,468]",50.0,,,,,,,6.0,4.0,"[-3, -4, -5, -6]","['5e49554ce135d7da4def428dcca527aa7513d2ee', '223dea17cbfde949d8586ca1f9d34d2a7e9a8a97', '7e72d450cfe0d3101a87123640fdd8f6beafe93f', 'acf02ea85ff7c4819d6490ac85088a75d28f6915']","[[{'highest_ratio': 0.9979044425817267, 'best_match_position': (418, 467)}], [{'highest_ratio': 0.9979044425817267, 'best_match_position': (418, 467)}], [{'highest_ratio': 0.9979044425817267, 'best_match_position': (322, 371)}], [{'highest_ratio': 0.9865828092243186, 'best_match_position': (376, 425)}]]",2.0,"[-3, -6]","['5e49554ce135d7da4def428dcca527aa7513d2ee', 'acf02ea85ff7c4819d6490ac85088a75d28f6915']","[[{'highest_ratio': 0.9979044425817267, 'best_match_position': (418, 467)}], [{'highest_ratio': 0.9865828092243186, 'best_match_position': (376, 425)}]]",1.0,,,,[-3],['5e49554ce135d7da4def428dcca527aa7513d2ee'],"[[{'highest_ratio': 0.9979044425817267, 'best_match_position': (418, 467)}]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,BAD,2023-02-01 07:22:48,Python,,3.0,1.0,0.0,1.0,36.0,Python,10.0,written by chatgpt,BAD\8f17432451f1cd9bef90581ed6cd4ce4df0c1a54\BAD\mag_reader.py,,method,,5.0,,"[9,44]",36.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],1403.0,902.0,883.0,28.0,1.0,11.0,24.3,290.0,282.0,8.0,2.0,20.1,0.0,3.0,37.0,837.0,3.1,85.0,94.0,3.04,3.36,37.0,17.0,17.0,1.0,0.0,1.0,41.4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,7.0,6.0,,,
51.0,AIGenerated,2023-09-18 14:45:21,Python,,0.0,0.0,0.0,1.0,2.0,Python,1.0,written by chatgpt,AIGenerated\46fe66c21199074ed12f5bb393380b0a16ab04d4\MasterMindAI\masterMindGame.py,,file,,0.0,,"[1,31]",31.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],3261247.0,2074828.0,1269281.0,134752.0,18875.0,8115.0,29.7,875743.0,1236114.0,8942.0,3021.0,37.9,49.0,3394.0,36808.0,284166.0,0.5,308667.0,310759.0,2.29,2.31,31.0,21.0,21.0,3.0,0.0,1.0,8.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,1.33,,,
,accuracy_maximization_analysis,2023-01-15 00:25:36,Python,,0.0,0.0,0.0,2.0,120.0,Python,8.0,written by chatgpt,accuracy_maximization_analysis\ebc88bc3715e0ae5dc3176d856f7b7e7b40e545f\script_to_notebook.py,,method,,,,"[5,23]",19.0,,,,,,,4.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,epa-rss,2022-09-22 15:35:10,JavaScript,2.0,2.0,0.0,0.0,2.0,744.0,Python,1.0,written by chatgpt,epa-rss\d39fa0553ff1b331334ebf24492f44022269636b\experiments\download_submissions.py,,file,,,,"[1,106]",106.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,CSE-6740-Fall23,2023-07-30 18:08:50,TeX,,15.0,0.0,0.0,3.0,98.0,Python,2.0,written by chatgpt,CSE-6740-Fall23\9b8d6137e4ac4f620708632fac3084ed723de4eb\code\fc.py,CSE-6740-Fall23\3880a9298fa4b5b238b744c3ed799cd756c332fd\code\fc.py,file,,3.0,,"[1,116]",116.0,,,,,,,2.0,1.0,[-2],['3880a9298fa4b5b238b744c3ed799cd756c332fd'],"[[{'highest_ratio': 0.9890637503334222, 'best_match_position': (1, 116)}]]",1.0,[-2],['3880a9298fa4b5b238b744c3ed799cd756c332fd'],"[[{'highest_ratio': 0.9890637503334222, 'best_match_position': (1, 116)}]]",0.0,,,,[],[],[],428.0,283.0,268.0,16.0,2.0,6.0,13.7,45.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,61.0,0.7,30.0,22.0,1.88,1.38,116.0,80.0,79.0,6.0,1.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,2.0,10.0,0.4,13.0,10.0,2.17,1.67,,,
56.0,backprompt,2023-04-17 07:08:57,Python,,2.0,0.0,0.0,1.0,15.0,Python,125.0,written by chatgpt,backprompt\90a6a8b96e689376f80b59c0bae097d4a2f8f9a1\src\backprompt\_text.py,,method,,1.0,,"[124,136]",13.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],274.0,200.0,107.0,13.0,1.0,4.0,12.3,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.1,29.0,22.0,2.23,1.69,14.0,12.0,11.0,1.0,0.0,1.0,14.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,,,
57.0,streamlit_camera,2023-10-13 09:53:48,Jupyter Notebook,,0.0,0.0,0.0,1.0,129.0,Python,78.0,written by chatgpt,streamlit_camera\6e787f97c1283a2ecf090d9c959fe67ce2990914\feature_01.py,,statement,,9.0,,"[81,82]",2.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],192.0,89.0,87.0,2.0,0.0,3.0,35.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,1.1,8.0,18.0,4.0,9.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,SnipeBot4,2022-04-07 23:41:54,Python,,3.0,2.0,2.0,2.0,314.0,Python,75.0,written by chatgpt,SnipeBot4\24d1a8dd17ab5cca3a2966281eaf55206e3858bb\cogs\friend.py,,method,,0.0,,"[74,99]",26.0,,,,,,,4.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,calliope,2022-11-30 14:59:32,Python,,1.0,0.0,11.0,3.0,136.0,Python,60.0,written by chatgpt,calliope\1f4976f34f0b9b9aae578d9c9d8c50e5f8c9d743\calliope\utils\file.py,calliope\2ba7cebdc37be95fc7d55c802dc39ec8a28b716a\calliope\utils\file.py,method,,,,"[55,76]",22.0,,,,,,,8.0,7.0,"[-2, -3, -4, -5, -6, -7, -8]","['1d33031d99da1e580078af1cf11145c66b491644', '44b7ce0491529025582c2b092f9db7d3505a7f90', '042567b73ffaf552042d8d0035d33746dcf0b52c', '0f3066215483d518f092d22e54e00e2143a61585', '6a6f960ea214501179e62774a7dfd95e78acbc3c', '641b26fdd62fbfa424e8ba197da30d09ce1df80a', '2ba7cebdc37be95fc7d55c802dc39ec8a28b716a']","[[{'highest_ratio': 0.9797395079594791, 'best_match_position': (69, 90)}], [{'highest_ratio': 0.9797395079594791, 'best_match_position': (69, 90)}], [{'highest_ratio': 0.9797395079594791, 'best_match_position': (76, 97)}], [{'highest_ratio': 0.9678341672623302, 'best_match_position': (76, 97)}], [{'highest_ratio': 0.9678341672623302, 'best_match_position': (110, 131)}], [{'highest_ratio': 0.9067431850789096, 'best_match_position': (113, 134)}], [{'highest_ratio': 0.851195065535852, 'best_match_position': (109, 130)}]]",4.0,"[-2, -5, -7, -8]","['1d33031d99da1e580078af1cf11145c66b491644', '0f3066215483d518f092d22e54e00e2143a61585', '641b26fdd62fbfa424e8ba197da30d09ce1df80a', '2ba7cebdc37be95fc7d55c802dc39ec8a28b716a']","[[{'highest_ratio': 0.9797395079594791, 'best_match_position': (69, 90)}], [{'highest_ratio': 0.9678341672623302, 'best_match_position': (76, 97)}], [{'highest_ratio': 0.9067431850789096, 'best_match_position': (113, 134)}], [{'highest_ratio': 0.851195065535852, 'best_match_position': (109, 130)}]]",2.0,,,,"[-7, -8]","['641b26fdd62fbfa424e8ba197da30d09ce1df80a', '2ba7cebdc37be95fc7d55c802dc39ec8a28b716a']","[[{'highest_ratio': 0.9067431850789096, 'best_match_position': (113, 134)}], [{'highest_ratio': 0.851195065535852, 'best_match_position': (109, 130)}]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,layers,2022-11-21 01:38:41,Python,,0.0,0.0,6.0,1.0,90.0,Python,22.0,written by chatgpt,layers\50f513b6d741b8017b97457a882337886d879426\shared\src\shared\util.py,,method,,,,"[9,82]",74.0,,,,,,,2.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,motlee,2024-04-24 14:24:41,Python,3,1.0,0.0,0.0,3.0,170.0,Python,59.0,written by chatgpt,motlee\fb09c97977edf1be0118ad9bb8a7fd96dce6cad5\motlee\utils\cam_utils.py,,method,,37.0,,"[58,83]",26.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],3047.0,2082.0,1924.0,136.0,15.0,25.0,21.7,577.0,0.0,0.0,0.0,0.0,0.0,4.0,190.0,813.0,1.3,503.0,664.0,3.7,4.88,27.0,11.0,12.0,1.0,0.0,1.0,54.2,13.0,0.0,0.0,0.0,0.0,6.0,12.0,3.6,1.0,0.0,1.0,0.0,,,
62.0,gicog,2023-08-12 21:55:55,Python,2,1.0,0.0,1.0,1.0,26.0,Python,81.0,written by chatgpt,gicog\44da3e0ad3c6c46a8d4d218d69808a9163746038\alphabetMatrix\alphabetsToMatrix.py,,file,,4.0,,"[1,82]",82.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],151.0,81.0,82.0,4.0,0.0,4.0,32.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,80.0,3.3,17.0,22.0,4.25,5.5,82.0,33.0,36.0,2.0,0.0,1.0,50.0,33.0,0.0,0.0,0.0,0.0,7.0,30.0,3.0,8.0,11.0,4.0,5.5,,,
63.0,SeqsUI,2023-08-03 08:03:37,Python,,0.0,0.0,0.0,2.0,32.0,Python,205.0,written by chatgpt,SeqsUI\4dd9fb63eb86a5a9ba2fc063d1aa83b56015dd0a\src\controller.py,,method,,5.0,,"[203,221]",19.0,,,,,,,12.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],782.0,564.0,430.0,67.0,27.0,8.0,3.4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,58.0,1.66,0.87,20.0,6.0,6.0,1.0,0.0,1.0,64.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,,,
64.0,gpt_react_repl_w_method_search,2023-04-01 17:53:22,Python,,18.0,2.0,1.0,4.0,5.0,Python,5.0,written by chatgpt,gpt_react_repl_w_method_search\9775bb5fb00d320b91340eb3b2bca3bc83d746af\src\react_repl_agent\apis\utils.py,,file,,0.0,,"[1,14]",14.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],1759.0,1183.0,739.0,90.0,18.0,26.0,21.8,329.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,130.0,71.0,1.44,0.79,14.0,5.0,6.0,1.0,0.0,1.0,61.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,
66.0,Maturarbeit_AI-Twin,2023-06-15 20:19:07,Python,,1.0,0.0,0.0,2.0,65.0,Python,67.0,written by chatgpt,Maturarbeit_AI-Twin\dab9d88fefa91a7a5f017d4b0c96d8c6b0ebdee0\OfflineVersion\TextToVideo.py,,statement,,12.0,,"[68,79]",12.0,,,,,,,2.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],1182.0,734.0,411.0,24.0,11.0,26.0,24.3,235.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,125.0,0.6,45.0,55.0,1.88,2.29,13.0,7.0,5.0,0.0,0.0,1.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,
67.0,unuseful_tools,2023-03-29 14:54:23,Python,,0.0,0.0,0.0,1.0,18.0,Python,1.0,written by chatgpt,unuseful_tools\8fd726cec63c0d24c9dbd7b1d53fc835b861d39b\decimal_to_binary\decimal_to_binary.py,,file,,2.0,,"[1,26]",26.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],26.0,17.0,16.0,1.0,0.0,1.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,4.0,26.0,17.0,16.0,1.0,0.0,1.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,4.0,,,
,python-genomics,2019-08-15 21:26:55,Jupyter Notebook,,16.0,5.0,0.0,3.0,239.0,Python,117.0,written by chatgpt,python-genomics\fc4eda62a65ecdc03466f46f348c98d2b8d8ad8b\pandasPlus.py,,method,,,,"[116,127]",12.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PYTHON,2023-01-20 05:15:24,Python,,0.0,0.0,0.0,1.0,69.0,Python,6.0,written by chatgpt,PYTHON\1a963ecbc42d76b3c0c3a910fa8d88d05142ccd2\jieba_script.py,,method,,37.0,,"[7,48]",42.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.0,AIC23_Track1_UWIPL_ETRI,2023-04-14 19:01:31,Python,2,62.0,13.0,3.0,2.0,8.0,Python,56.0,written by chatgpt,AIC23_Track1_UWIPL_ETRI\b5a426f42549e6812358ecce0dcfb042ce7c0dad\BoT-SORT\tools\aic_interpolation.py,,statement,,3.0,,"[57,61]",5.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],251144.0,190756.0,80855.0,4469.0,954.0,1490.0,15.5,34901.0,100146.0,19188.0,773.0,39.9,0.0,53.0,1806.0,15007.0,0.3,14033.0,17657.0,3.14,3.95,6.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
73.0,create_coauthor_list,2024-05-02 21:22:13,Python,,0.0,0.0,0.0,1.0,2.0,Python,2.0,written by chatgpt,create_coauthor_list\72a1271357c2f245283745f705b70eb92d56b2ec\fetch_scholar_info.py,,file,,0.0,,"[1,88]",88.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],188.0,96.0,91.0,4.0,0.0,2.0,33.3,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,32.0,4.75,8.0,88.0,47.0,45.0,3.0,0.0,1.0,32.9,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,3.67,5.0,,,
74.0,Cascade,2024-01-31 22:44:24,Python,,1.0,0.0,0.0,1.0,29.0,Python,5.0,written by chatgpt,Cascade\92e3d32a8201107c1c75477a20cd4c21592dd182\Environments\DiscreteWrapper.py,Cascade\208d64039d0a78fa823ddcd6bd5b52148f57e5e2\Environments\DiscreteWrapper.py,file,,15.0,,"[1,48]",48.0,,,,,,,2.0,1.0,[-2],['208d64039d0a78fa823ddcd6bd5b52148f57e5e2'],"[[{'highest_ratio': 0.9804772234273319, 'best_match_position': (1, 49)}]]",1.0,[-2],['208d64039d0a78fa823ddcd6bd5b52148f57e5e2'],"[[{'highest_ratio': 0.9804772234273319, 'best_match_position': (1, 49)}]]",0.0,,,,[],[],[],3435.0,2379.0,2025.0,213.0,34.0,38.0,13.8,380.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,540.0,0.8,677.0,775.0,3.18,3.64,48.0,35.0,35.0,6.0,2.0,1.0,12.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.33,0.33,,,
,alecchendev.github.io,2020-08-08 22:37:09,CSS,3.0,1.0,1.0,0.0,1.0,219.0,Python,1.0,written by chatgpt,alecchendev.github.io\b054f24c2f56cafef58a19c962728cae54642f73\change_draft_status.py,,file,,,,"[1,27]",27.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,UXsim,2023-08-04 11:12:48,Python,2,51.0,55.0,6.0,2.0,251.0,Python,35.0,written by chatgpt,UXsim\cad91a19d6a9db74d6e8058f107383ea6011b47c\uxsim\utils.py,,method,,22.0,,"[37,52]",16.0,,,,,,,7.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],5889.0,3134.0,3000.0,166.0,12.0,17.0,41.0,2174.0,5499.0,10.0,9.0,93.4,0.0,0.0,301.0,1867.0,2.0,755.0,1231.0,4.55,7.42,17.0,15.0,14.0,2.0,0.0,1.0,6.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.5,,,
78.0,practice_codes,2023-04-29 15:29:19,Jupyter Notebook,,0.0,0.0,0.0,1.0,5.0,Python,1.0,written by chatgpt,practice_codes\9ff9e581d51ab9cf9a0c2f8dff8eb36087aa0248\models\mlp_torch.py,,file,,0.0,,"[1,71]",71.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],196.0,137.0,135.0,14.0,4.0,3.0,14.4,23.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,0.5,21.0,12.0,1.5,0.86,71.0,47.0,46.0,2.0,1.0,1.0,19.0,11.0,0.0,0.0,0.0,0.0,1.0,5.0,0.4,6.0,7.0,3.0,3.5,,,
,jsonix,2022-10-16 20:13:19,Python,2.0,1.0,0.0,0.0,2.0,6.0,Python,17.0,written by chatgpt,jsonix\f035446bbc6ac190c2eb49d9e576fda82730af84\filemap.py,,file,,,,"[1,89]",89.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.0,early_fonts_inventory,2023-11-28 07:54:03,Python,,2.0,0.0,0.0,1.0,310.0,Python,1.0,written by chatgpt,early_fonts_inventory\88fc8faa3af50c2a61705cb122bda5610e16496a\tools\renumber.py,,file,,15.0,,"[1,49]",49.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],162.0,86.0,84.0,6.0,0.0,2.0,11.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,31.0,4.33,5.17,49.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
82.0,LLM_AbaqusPython,2024-02-20 08:32:37,Python,,3.0,0.0,0.0,2.0,16.0,Python,2.0,written by chatgpt,LLM_AbaqusPython\44889c38ebdba66c39ff0d48735727a8fc0266de\ChatGPT4.py,,file,,0.0,,"[1,41]",41.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],84.0,42.0,37.0,0.0,0.0,2.0,40.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,1.6,0.0,0.0,0.0,0.0,41.0,17.0,17.0,0.0,0.0,1.0,45.2,14.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,,,
83.0,Speedtest-Automated,2023-03-02 00:16:17,Python,,0.0,0.0,0.0,1.0,34.0,Python,41.0,written by chatgpt,Speedtest-Automated\ca5f508bb8677a431ec6f72203878afca34e8ac3\wrappers\speedtest_auto.py,,method,,9.0,,"[37,77]",41.0,,,,,,,3.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],323.0,194.0,190.0,12.0,2.0,5.0,28.7,78.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,56.0,1.0,27.0,37.0,2.25,3.08,42.0,33.0,20.0,1.0,0.0,1.0,19.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,
85.0,Oryx-Dashboard,2024-01-04 18:01:47,Python,,0.0,0.0,0.0,1.0,15.0,Python,102.0,written by chatgpt,Oryx-Dashboard\d1d39913a94b3a3d2717eb94e3ae673fc85a001e\Web Scrapper\FactTable.py,,method,,0.0,,"[99,116]",18.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],1195189.0,786025.0,474478.0,52725.0,6268.0,2924.0,26.5,282714.0,114978.0,2412.0,394.0,9.6,32.0,2047.0,9292.0,88963.0,0.4,113114.0,106506.0,2.15,2.02,19.0,7.0,5.0,1.0,0.0,1.0,53.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,,,
86.0,ParasiticPlantBase,2023-08-01 06:28:55,Python,2,1.0,0.0,0.0,1.0,5.0,Python,192.0,written by chatgpt,ParasiticPlantBase\a9f32e13cdc73d16b31ac4e7efff59819041f6a0\PPBWidgets\views.py,,method,,0.0,,"[188,234]",47.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],1582.0,1186.0,806.0,59.0,17.0,31.0,13.1,179.0,0.0,0.0,0.0,0.0,0.0,2.0,59.0,261.0,0.7,161.0,227.0,2.73,3.85,48.0,28.0,26.0,1.0,0.0,1.0,28.2,11.0,0.0,0.0,0.0,0.0,1.0,5.0,0.6,8.0,15.0,8.0,15.0,,,
