index,project_name,create_time,project_language,contributor,star,fork,issues,watch,project_commits,code_language,keyword_index,matched_keyword,url_of_first_file_commit,path_of_first_file_commit,final_change_commit_path,code_granularity_data,code_func_type,number_of_bug_or_vulnerability_all_commit,comments,start_end_line_data,first_loc,final_start_end_line_data,final_loc_add,final_loc_minus,final_change_type,test_code_data,regular_expression_data,number_of_commits,number_of_change_commit_to_first,change_commit_to_first_index,change_commit_to_first_hash,change_commit_to_first_blocks,number_of_all_change_commit,all_change_commit_index,all_change_commit_hash,all_change_commit_blocks,number_of_all_change_fix_commit,real_fixed_commit_number,real_fixed_commit_hash,real_fixed_commit_reason,all_change_fix_commit_index,all_change_fix_commit_hash,all_change_fix_commit_blocks,project_lines,project_locs,project_statements,project_functions,project_classes,project_files,project_density_comments,project_comments,project_duplicated_lines,project_duplicated_blocks,project_duplicated_files,project_duplicated_lines_density,project_vulnerability,project_bugs,project_code_smells,project_sqale_index,project_sqale_debt_ratio,project_complexity_all,project_cognitive_complexity_all,project_complexity_mean_method,project_cognitive_complexity_mean_method,code_lines,code_locs,code_statements,code_functions,code_classes,code_files,code_density_comments,code_comments,code_duplicated_lines,code_duplicated_blocks,code_duplicated_files,code_duplicated_lines_density,code_code_smells,code_sqale_index,code_sqale_debt_ratio,code_complexity_all,code_cognitive_complexity_all,code_complexity_mean_method,code_cognitive_complexity_mean_method,manual_vs_gpt_loc_ratio,manual_vs_gpt_change_commit_ratio,manual_vs_gpt_change_fix_commit_ratio
5,AudioEditor,2023/8/1 10:40,C,,0,0,0,1,138,Java,14,created by chatgpt,https://github.com/llc-sf/AudioEditor/blob/b1c0bbc1d2f6bca5d05e33d169cb04e68e58b164/widget-misc/src/main/java/dev/android/player/widget/misc/CircleProgressBar.java,AudioEditor\b1c0bbc1d2f6bca5d05e33d169cb04e68e58b164\widget-misc\src\main\java\dev\android\player\widget\misc\CircleProgressBar.java,,file,User interface,0,,"[1,208]",208,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],22892,15428,7055,1607,214,161,13,2309,1355,30,9,5.9,0,52,753,6388,1.4,3211,2290,2,1.43,208,103,58,6,1,1,24.3,33,0,0,0,0,0,0,0,12,7,2,1.166666667,,,
11,HoldemHandHistory,2024/1/17 1:02,Java,,0,0,0,1,4,Java,18,created by chatgpt,https://github.com/happyfool1/HoldemHandHistory/blob/ad1bd61d3a968d19034c31f2328a60cdabc56106/PlayerBetSizeReports2.java,HoldemHandHistory\ad1bd61d3a968d19034c31f2328a60cdabc56106\PlayerBetSizeReports2.java,,file,User interface,0,,"[1,398]",398,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],42342,29171,15446,1018,89,76,24.5,9474,6645,333,43,15.7,0,55,2930,25545,2.9,3774,4547,3.71,4.47,398,301,232,12,1,1,9.3,31,115,10,1,28.9,33,324,3.6,50,80,4.166666667,6.666666667,,,
13,10862CenterStage,2023/9/27 3:22,Java,5,0,0,0,0,250,Java,48,created by chatgpt,https://github.com/FTC-10862-Nebula/10862CenterStage/blob/f89d198a5162466aea75b91f9ba07a203bee6f76/TeamCode/src/main/java/org/firstinspires/ftc/teamcode/subsystems/sensor/Potentiometer.java,10862CenterStage\f89d198a5162466aea75b91f9ba07a203bee6f76\TeamCode\src\main\java\org\firstinspires\ftc\teamcode\subsystems\sensor\Potentiometer.java,,method,Data processing and transformation,12,,"[48,60]",13,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],20472,12175,4967,929,254,200,20.7,3169,1714,103,50,8.4,0,16,1613,14703,4,1848,1147,1.99,1.23,14,11,11,1,1,1,18.8,3,0,0,0,0,4,20,5.1,3,3,3,3,,,
15,AudioEditor,2023/8/1 10:40,C,,0,0,0,1,138,Java,14,created by chatgpt,https://github.com/llc-sf/AudioEditor/blob/b1c0bbc1d2f6bca5d05e33d169cb04e68e58b164/widget-misc/src/main/java/dev/android/player/widget/misc/CircleProgressBar.java,AudioEditor\b1c0bbc1d2f6bca5d05e33d169cb04e68e58b164\widget-misc\src\main\java\dev\android\player\widget\misc\CircleProgressBar.java,,file,User interface,0,,"[1,208]",208,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],22892,15428,7055,1607,214,161,13,2309,1355,30,9,5.9,0,52,753,6388,1.4,3211,2290,2,1.43,208,103,58,6,1,1,24.3,33,0,0,0,0,0,0,0,12,7,2,1.166666667,,,
3,ICS4U-Unit1-02,2024/2/20 14:55,Java,,0,0,0,1,6,Java,35,generated by chatgpt,https://github.com/AndiCucka/ICS4U-Unit1-02/blob/e453180f135ad6edb15b91ae35fa543904a7deed/index.java,ICS4U-Unit1-02\e453180f135ad6edb15b91ae35fa543904a7deed\index.java,,method,Data processing and transformation,1,,"[34,70]",37,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],72,33,20,2,1,1,25,11,0,0,0,0,0,0,8,80,8.1,4,4,2,2,38,27,19,1,1,1,12.1,4,0,0,0,0,9,85,9.8,3,4,3,4,,,
5,Legend-Of-Zelda,2023/9/11 11:08,Java,5,5,0,0,1,684,Java,12,generated by chatgpt,https://github.com/sejja/Legend-Of-Zelda/blob/a751474bc7219de9ebf35de611519895462cf89f/Gameplay/AnimatedObject/DeadAnimation.java,Legend-Of-Zelda\a751474bc7219de9ebf35de611519895462cf89f\Gameplay\AnimatedObject\DeadAnimation.java,,file,Game development,34,,"[1,54]",54,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],9514,6004,2839,655,98,97,23.3,1821,198,13,9,2.1,3,18,894,5891,3.3,1247,927,1.9,1.42,54,39,16,3,1,1,9.3,4,0,0,0,0,2,15,1.3,4,0,1.333333333,0,,,
6,netbeansPython,2023/4/3 19:25,Java,3,36,3,23,3,212,Java,49,generated by chatgpt,https://github.com/albilu/netbeansPython/blob/21fefd66851624a3dd19abdb69f575526ab5c7e3/src/main/java/org/netbeans/modules/python/actions/PythonFixIndentAction.java,netbeansPython\21fefd66851624a3dd19abdb69f575526ab5c7e3\src\main\java\org\netbeans\modules\python\actions\PythonFixIndentAction.java,,method,Data processing and transformation,56,,"[50,78]",29,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],14657,11649,4161,774,154,123,6.3,786,1667,63,29,11.4,0,25,535,4735,1.4,1668,1161,2.16,1.5,30,23,17,1,1,1,19.4,6,0,0,0,0,4,25,3.3,7,11,7,11,,,
8,home-work,2023/10/23 22:28,Java,,0,0,0,1,3,Java,11,generated by chatgpt,https://github.com/fagah/home-work/blob/a8e0d049688c59fe67ae27dcd9d4f3f656888c91/src/KNearestNeighbors.java,home-work\a8e0d049688c59fe67ae27dcd9d4f3f656888c91\src\KNearestNeighbors.java,,file,Algorithm and data structure,0,,"[1,89]",89,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],473,319,179,38,8,7,14.9,56,0,0,0,0,0,1,26,260,2.7,69,45,1.82,1.18,89,54,33,5,2,1,25,18,0,0,0,0,3,30,1.9,12,7,2.4,1.4,,,
9,java_dao,2023/7/31 16:13,Java,,0,0,0,1,2,Java,9,generated by chatgpt,https://github.com/Koaladeer/java_dao/blob/d65ebcae12fa840b98fc23bf706fa96dcae9f8ce/src/main/java/de/htwberlin/dao/FahrzeugDao.java,java_dao\d65ebcae12fa840b98fc23bf706fa96dcae9f8ce\src\main\java\de\htwberlin\dao\FahrzeugDao.java,,file,Data processing and transformation,0,,"[1,55]",55,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2596,1444,607,214,33,31,22.6,422,36,2,1,1.4,0,6,81,784,1.8,221,62,1.03,0.29,55,11,0,5,1,1,62.1,18,0,0,0,0,0,0,0,0,0,0,0,,,
13,HBV501G,2023/9/1 16:32,Java,4,0,1,0,1,212,Java,3,generated by chatgpt,https://github.com/Ingimargudna/HBV501G/blob/821afc5fc1b0082388f558deb2cbfcaf4af6a000/Backend/src/main/java/hbv501g/Utils/PasswordUtils.java,HBV501G\821afc5fc1b0082388f558deb2cbfcaf4af6a000\Backend\src\main\java\hbv501g\Utils\PasswordUtils.java,,file,Security,18,,"[1,33]",33,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],1212,771,249,121,24,26,9.9,85,0,0,0,0,0,2,75,427,1.8,141,30,1.17,0.25,33,24,11,2,1,1,14.3,4,0,0,0,0,2,15,2.1,2,1,1,0.5,,,
14,cars,2023/8/27 9:20,Java,,0,0,0,1,5,Java,9,generated by chatgpt,https://github.com/Asgertor/cars/blob/ff76c49b86110b933e8cfa9d9677c1f76a5b53e5/src/main/java/dat3/car/config/MemberTestDataFactory.java,cars\ff76c49b86110b933e8cfa9d9677c1f76a5b53e5\src\main\java\dat3\car\config\MemberTestDataFactory.java,,file,Data processing and transformation,1,,"[1,45]",45,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],1900,1416,403,114,43,42,7.1,108,0,0,0,0,0,2,106,861,2,164,33,1.44,0.29,45,27,18,1,1,1,25,9,0,0,0,0,3,20,2.5,2,1,2,1,,,
19,EventSnapQR,2024/2/4 17:59,Java,6,0,1,0,0,957,Java,21,generated by chatgpt,https://github.com/CMPUT301W24T19/EventSnapQR/blob/2d7d763f8b9a1326c5a2f787bb5e36b55fd78d22/app/src/main/java/com/example/eventsnapqr/ReverseGeocodingTask.java,EventSnapQR\2d7d763f8b9a1326c5a2f787bb5e36b55fd78d22\app\src\main\java\com\example\eventsnapqr\ReverseGeocodingTask.java,,file,Network requests and API call,200,,"[1,74]",74,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],10215,7729,3689,340,73,48,10.6,916,498,30,12,4.9,0,112,422,3378,1.5,1080,1276,3.18,3.75,74,46,20,3,1,1,13.2,7,0,0,0,0,0,0,0,4,2,1.333333333,0.666666667,,,
21,Java-Goal-Tracker-assignment,2024/4/30 9:41,Java,,0,0,0,1,4,Java,4,generated by chatgpt,https://github.com/Mzati1/Java-Goal-Tracker-assignment/blob/68970bef587313a4eabb482600be15a638bdc2b7/App.java/src/RandomQuoteGenerator.java,Java-Goal-Tracker-assignment\68970bef587313a4eabb482600be15a638bdc2b7\App.java\src\RandomQuoteGenerator.java,,statement,Program input code,0,,"[5,54]",50,,,,,,input,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],1876,1315,755,93,17,16,16.4,258,34,2,2,1.8,0,2,123,932,2.4,174,96,1.87,1.03,53,50,1,0,0,1,0,0,0,0,0,0,3,30,1.9,0,0,,,,,
22,sp24-project1,2024/2/16 5:03,Java,,0,0,0,0,3,Java,18,generated by chatgpt,https://github.com/Fundies-2-Oakland/sp24-project1/blob/fc5bc581cdddb20c11512faf65836604c3110123/src/main/java/student/Utilities.java,sp24-project1\fc5bc581cdddb20c11512faf65836604c3110123\src\main\java\student\Utilities.java,,method,User interface,0,,"[20,58]",39,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],438,275,123,29,8,8,20.3,70,0,0,0,0,0,2,25,108,1.3,38,14,1.31,0.48,40,26,24,1,1,1,31.7,13,0,0,0,0,3,20,2.4,1,0,1,0,,,
24,chess,2024/1/11 2:35,Java,,0,0,0,1,144,Java,104,generated by chatgpt,https://github.com/trentw0826/chess/blob/90fe3d7ce8a58aa2d33d7b6deb14e09498cf55af/shared/src/main/java/chess/ChessBoard.java,chess\90fe3d7ce8a58aa2d33d7b6deb14e09498cf55af\shared\src\main\java\chess\ChessBoard.java,,method,Business logic,13,,"[108,125]",18,,,,,,,12,0,[],[],[],0,[],[],[],0,,,,[],[],[],3900,1895,768,166,33,24,23.4,578,314,8,3,8.1,0,0,78,761,1.3,275,116,1.66,0.7,19,15,12,1,1,1,0,0,0,0,0,0,2,15,2.9,5,7,5,7,,,
25,MatchScope,2024/1/10 6:10,Java,,1,0,0,1,2,Java,41,generated by chatgpt,https://github.com/Aoa0/MatchScope/blob/b5dcea6053f21d5ece686f03f5006e224e6aa1d1/src/main/java/com/matchscope/Utils.java,MatchScope\b5dcea6053f21d5ece686f03f5006e224e6aa1d1\src\main\java\com\matchscope\Utils.java,,method,Algorithm and data structure,0,,"[42,73]",32,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],3369,2646,1505,276,29,25,4,111,36,2,2,1.1,0,1,130,1033,1.3,613,580,2.22,2.1,33,28,19,1,1,1,6.3,2,0,0,0,0,3,20,2.2,9,13,9,13,,,
26,frequencyGameTheory,2023/4/10 23:48,Java,3,0,1,0,1,36,Java,7,generated by chatgpt,https://github.com/vedanttapiavala/frequencyGameTheory/blob/5a16c04bb972e83b676afb49f2d66e9f0e7b68da/frequencyGameTheory/src/Musician.java,frequencyGameTheory\5a16c04bb972e83b676afb49f2d66e9f0e7b68da\frequencyGameTheory\src\Musician.java,,file,Business logic,7,,"[1,73]",73,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],1015,817,548,44,13,13,14.8,142,183,9,4,18,0,4,133,660,2.7,180,193,4.09,4.39,73,52,35,4,1,1,13.3,8,0,0,0,0,5,45,2.9,5,2,1.25,0.5,,,
27,mu_repository,2023/6/21 13:56,Java,2,0,4,0,1,19,Java,12,generated by chatgpt,https://github.com/ekert-it/mu_repository/blob/e1339a67b44f710eb10b46975790df205373a494/app/src/main/java/de/ekert/mavendemo/ki/CountdownTimer.java,mu_repository\e1339a67b44f710eb10b46975790df205373a494\app\src\main\java\de\ekert\mavendemo\ki\CountdownTimer.java,,file,User interface,2,,"[1,58]",58,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],529,377,152,32,10,9,10.5,44,34,2,2,6.4,0,1,19,160,1.4,44,17,1.38,0.53,58,46,18,3,1,1,8,4,0,0,0,0,2,10,0.7,6,3,2,1,,,
28,Cars,2023/8/23 16:31,Java,,0,0,0,1,42,Java,28,generated by chatgpt,https://github.com/MeH2607/Cars/blob/4c0b7bf8b36d22fa350e6226a8f36079b73a6d4f/src/main/java/dat3/car/config/DeveloperData.java,Cars\4c0b7bf8b36d22fa350e6226a8f36079b73a6d4f\src\main\java\dat3\car\config\DeveloperData.java,,statement,Business logic,5,,"[29,48]",20,,,,,,,5,0,[],[],[],0,[],[],[],0,,,,[],[],[],929,672,189,66,19,19,9.8,73,0,0,0,0,0,0,66,423,2.1,78,6,1.18,0.09,23,20,20,0,0,1,0,0,0,0,0,0,1,10,1.4,0,0,,,,,
30,CSC-155--Lab3--Lighting,2023/4/10 6:31,Java,,1,0,0,1,61,Java,181,generated by chatgpt,https://github.com/KenMunk/CSC-155--Lab3--Lighting/blob/7f069bd36fc173820ad0284b8dce1c5211ca7062/A4/a4/Code.java,CSC-155--Lab3--Lighting\7f069bd36fc173820ad0284b8dce1c5211ca7062\A4\a4\Code.java,,statement,User interface,8,,"[185,193]",9,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],15384,12139,8366,975,72,64,7.2,936,11442,270,53,74.4,0,69,1527,12632,3.5,1583,930,1.62,0.95,12,7,2,0,0,1,8.3,1,0,0,0,0,2,15,4.5,2,0,,,,,
31,IDATT1003-TrainDispatchSystem,2023/10/17 11:47,Java,,1,0,0,0,137,Java,265,generated by chatgpt,https://github.com/jhub04/IDATT1003-TrainDispatchSystem/blob/57d221b39d72c7de4dda17eb54c9809f14aa6da7/src/main/java/edu/ntnu/stud/UserInterface.java,IDATT1003-TrainDispatchSystem\57d221b39d72c7de4dda17eb54c9809f14aa6da7\src\main\java\edu\ntnu\stud\UserInterface.java,,statement,Program input code,23,,"[265,265]",1,,,,,,regular expression,7,0,[],[],[],0,[],[],[],0,,,,[],[],[],1686,1052,458,103,17,7,18.2,234,40,2,1,2.4,0,0,77,761,2.4,209,146,2.03,1.42,4,1,1,0,0,1,16.7,1,0,0,0,0,3,30,20,0,0,,,,,
35,team-panda,2023/2/21 5:12,Java,3,0,1,5,1,140,Java,85,generated by chatgpt,https://github.com/CS5500-S-2023/team-panda/blob/d666e5e1caf9691e8cae201b989b996cedffbde2/src/main/java/edu/northeastern/cs5500/starterbot/command/CheckoutCommand.java,team-panda\d666e5e1caf9691e8cae201b989b996cedffbde2\src\main\java\edu\northeastern\cs5500\starterbot\command\CheckoutCommand.java,,statement,User interface,8,,"[84,85]",2,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2274,1603,476,163,39,38,11.5,208,225,10,6,9.9,0,0,17,216,0.4,204,66,1.25,0.4,5,2,1,0,0,1,14.3,1,0,0,0,0,1,10,5.6,0,0,,,,,
36,C206_CaseStudy,2023/7/22 0:06,Java,5,0,0,0,1,58,Java,8,generated by chatgpt,https://github.com/20033909/C206_CaseStudy/blob/2c85fb13aceaa450b7732069cb808effef0ff1ab/C206_CaseStudy/src/C206_CaseStudy.java,C206_CaseStudy\2c85fb13aceaa450b7732069cb808effef0ff1ab\C206_CaseStudy\src\C206_CaseStudy.java,,statement,User interface,0,,"[8,8]",1,,,,,,,3,0,[],[],[],0,[],[],[],0,,,,[],[],[],714,537,282,67,9,9,11.4,69,0,0,0,0,0,2,99,937,5.8,112,49,1.67,0.73,4,1,1,0,0,1,16.7,1,0,0,0,0,3,30,20,0,0,,,,,
37,COSC10,2023/7/11 12:12,Java,,0,0,0,1,19,Java,103,generated by chatgpt,https://github.com/Sciotaku/COSC10/blob/720f7e2fc0a6f94a1e0392c60f8ac658dc1fbf59/Practice%20Problems/final%20practice%20problem%20solutoins/ChatServerCommunicator.java,COSC10\720f7e2fc0a6f94a1e0392c60f8ac658dc1fbf59\Practice Problems\final practice problem solutoins\ChatServerCommunicator.java,,statement,Program input code,0,,"[103,103]",1,,,,,,regular expression,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],278,217,133,12,4,4,9.6,23,0,0,0,0,0,0,19,187,2.9,43,56,3.58,4.67,4,1,1,0,0,1,16.7,1,0,0,0,0,3,30,20,0,0,,,,,
43,ComplierCode,2023/10/13 6:03,Java,,0,0,0,1,12,Java,35,generated by chatgpt,https://github.com/marktiwnzhao/ComplierCode/blob/8d086f87da8c0104eb9cf884e1d4a5dfb2c411ab/src/main/java/parser/allstar/exprprec/ExprPrecTest.java,ComplierCode\8d086f87da8c0104eb9cf884e1d4a5dfb2c411ab\src\main\java\parser\allstar\exprprec\ExprPrecTest.java,,statement,User interface,0,,"[36,48]",13,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2773,2089,892,201,51,54,7.1,160,159,9,3,5.7,0,0,75,677,1.1,270,110,1.34,0.55,16,10,9,0,0,1,0,0,0,0,0,0,1,10,2.4,0,0,,,,,
45,custom-record-poc,2023/9/22 5:18,Java,,0,0,0,2,3,Java,614,generated by chatgpt,https://github.com/lmame/custom-record-poc/blob/cbe58c8bd3f09878060763895cc5b991df78e08f/bundle/src/main/java/com/example/bundle/VideoGameGamesCustomRecordProvider.java,custom-record-poc\cbe58c8bd3f09878060763895cc5b991df78e08f\bundle\src\main\java\com\example\bundle\VideoGameGamesCustomRecordProvider.java,,method,Data processing and transformation,0,,"[621,646]",26,,,,,,,2,0,[],[],[],0,[],[],[],0,,,,[],[],[],701,239,152,11,2,2,56.6,312,0,0,0,0,0,0,41,272,3.8,56,75,5.09,6.82,27,18,14,1,1,1,9.1,2,0,0,0,0,3,20,3.3,4,5,4,5,,,
46,mu_repository,2023/6/21 13:56,Java,2,0,4,0,1,19,Java,17,generated by chatgpt,https://github.com/ekert-it/mu_repository/blob/e1339a67b44f710eb10b46975790df205373a494/app/src/main/java/de/ekert/mavendemo/ki/other/SwingUICountdownTimerFromGPTWithOffByOne.java,mu_repository\e1339a67b44f710eb10b46975790df205373a494\app\src\main\java\de\ekert\mavendemo\ki\other\SwingUICountdownTimerFromGPTWithOffByOne.java,,file,User interface,2,,"[1,111]",111,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],529,377,152,32,10,9,10.5,44,34,2,2,6.4,0,1,19,160,1.4,44,17,1.38,0.53,111,78,38,3,1,1,10.3,9,0,0,0,0,5,55,2.4,6,5,2,1.666666667,,,
47,cars,2023/8/31 6:47,Java,,0,0,0,1,3,Java,8,generated by chatgpt,https://github.com/plaul/cars/blob/e454b5bf0709cb31b46a0a7cfd41ee754562824a/src/main/java/dat3/car/config/CarTestDataFactory.java,cars\e454b5bf0709cb31b46a0a7cfd41ee754562824a\src\main\java\dat3\car\config\CarTestDataFactory.java,,file,Data processing and transformation,0,,"[1,49]",49,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],857,636,217,57,17,17,9.4,66,0,0,0,0,0,2,58,457,2.4,72,7,1.26,0.12,49,34,10,1,1,1,17.1,7,0,0,0,0,3,20,2,2,1,2,1,,,
48,CarsRUs,2023/8/23 12:44,Java,,0,0,0,1,57,Java,8,generated by chatgpt,https://github.com/simonj1704/CarsRUs/blob/4fa284533c55ba6bb83e587a5f3166b62a748302/src/main/java/dat3/car/config/CarTestDataFactory.java,CarsRUs\4fa284533c55ba6bb83e587a5f3166b62a748302\src\main\java\dat3\car\config\CarTestDataFactory.java,,file,Data processing and transformation,2,,"[1,49]",49,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2808,2150,745,177,48,47,5.2,117,0,0,0,0,0,4,126,1040,1.6,247,42,1.4,0.24,49,34,10,1,1,1,17.1,7,0,0,0,0,3,20,2,2,1,2,1,,,
49,cars,2023/8/31 6:47,Java,,0,0,0,1,3,Java,9,generated by chatgpt,https://github.com/plaul/cars/blob/e454b5bf0709cb31b46a0a7cfd41ee754562824a/src/main/java/dat3/car/config/MemberTestDataFactory.java,cars\e454b5bf0709cb31b46a0a7cfd41ee754562824a\src\main\java\dat3\car\config\MemberTestDataFactory.java,,file,Data processing and transformation,0,,"[1,45]",45,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],857,636,217,57,17,17,9.4,66,0,0,0,0,0,2,58,457,2.4,72,7,1.26,0.12,45,27,18,1,1,1,25,9,0,0,0,0,3,20,2.5,2,1,2,1,,,
52,CSI2110,2023/10/22 20:42,Java,,0,0,0,1,1,Java,11,generated by chatgpt,https://github.com/Nervoload/CSI2110/blob/506c2d2dbedd45728ac26239f85df618c6e8b23c/KNearestNeighbors.java,CSI2110\506c2d2dbedd45728ac26239f85df618c6e8b23c\KNearestNeighbors.java,,file,Algorithm and data structure,0,,"[1,89]",89,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],741,402,233,46,9,8,15.9,76,0,0,0,0,0,2,27,285,2.4,92,71,2,1.54,89,54,33,5,2,1,25,18,0,0,0,0,3,30,1.9,12,7,2.4,1.4,,,
54,Cars,2023/8/31 10:31,Java,2,0,0,0,1,14,Java,6,generated by chatgpt,https://github.com/LauraRamgilStud/Cars/blob/4af4088d5aebf6681509d397c393e5a90efa2880/src/main/java/dat3/cars/config/CarTestDataFactory.java,Cars\4af4088d5aebf6681509d397c393e5a90efa2880\src\main\java\dat3\cars\config\CarTestDataFactory.java,,file,Data processing and transformation,0,,"[1,48]",48,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2573,1761,521,150,46,45,16.9,357,0,0,0,0,0,2,120,965,1.8,207,37,1.38,0.25,48,34,10,1,1,1,17.1,7,0,0,0,0,3,20,2,2,1,2,1,,,
55,Cars,2023/8/31 10:31,Java,2,0,0,0,1,14,Java,8,generated by chatgpt,https://github.com/LauraRamgilStud/Cars/blob/4af4088d5aebf6681509d397c393e5a90efa2880/src/main/java/dat3/cars/config/MemberTestDataFactory.java,Cars\4af4088d5aebf6681509d397c393e5a90efa2880\src\main\java\dat3\cars\config\MemberTestDataFactory.java,,file,Data processing and transformation,0,,"[1,44]",44,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2573,1761,521,150,46,45,16.9,357,0,0,0,0,0,2,120,965,1.8,207,37,1.38,0.25,44,27,18,1,1,1,25,9,0,0,0,0,4,21,2.6,2,1,2,1,,,
66,team-panda,2023/2/21 5:12,Java,3,0,1,5,1,140,Java,59,generated by chatgpt,https://github.com/CS5500-S-2023/team-panda/blob/d666e5e1caf9691e8cae201b989b996cedffbde2/src/main/java/edu/northeastern/cs5500/starterbot/command/CartCommand.java,team-panda\d666e5e1caf9691e8cae201b989b996cedffbde2\src\main\java\edu\northeastern\cs5500\starterbot\command\CartCommand.java,,statement,User interface,8,,"[58,59]",2,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2274,1603,476,163,39,38,11.5,208,225,10,6,9.9,0,0,17,216,0.4,204,66,1.25,0.4,5,2,1,0,0,1,14.3,1,0,0,0,0,1,10,5.6,0,0,,,,,
67,sbu_fall2023_cse214,2023/9/8 19:03,Java,,0,0,0,1,12,Java,5,generated by chatgpt,https://github.com/goonmandu/sbu_fall2023_cse214/blob/8c834682ac224bfe07062f6b1ade82beb5e471e0/Homeworks/src/cse214hw2/DISTest.java,sbu_fall2023_cse214\8c834682ac224bfe07062f6b1ade82beb5e471e0\Homeworks\src\cse214hw2\DISTest.java,,file,Testing and debugging,0,,"[1,47]",47,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],1955,1460,807,180,42,35,11.5,190,70,6,3,3.6,0,1,175,1868,4.3,362,312,2.01,1.73,47,29,24,1,1,1,48.2,27,0,0,0,0,24,240,27.6,1,0,1,0,,,
68,Learning-Tomorrow,2024/1/5 11:51,Java,,0,0,0,1,4,Java,297,generated by chatgpt,https://github.com/Snaksz/Learning-Tomorrow/blob/0c232e5e92928c528dc4e4ef09a3e024b69d3cc0/LearningTomorrow/LearningTomorrowEditor/LTEditor.java,Learning-Tomorrow\0c232e5e92928c528dc4e4ef09a3e024b69d3cc0\LearningTomorrow\LearningTomorrowEditor\LTEditor.java,,method,File operations and I/O operation,0,,"[296,313]",18,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],4244,2921,1575,241,56,46,14.7,502,177,8,6,4.2,0,12,225,1565,1.8,496,374,2.06,1.55,19,16,7,1,1,1,5.3,1,0,0,0,0,4,25,4.6,3,0,3,0,,,
71,team-panda,2023/2/21 5:12,Java,3,0,1,5,1,140,Java,82,generated by chatgpt,https://github.com/CS5500-S-2023/team-panda/blob/d666e5e1caf9691e8cae201b989b996cedffbde2/src/main/java/edu/northeastern/cs5500/starterbot/command/StartCommand.java,team-panda\d666e5e1caf9691e8cae201b989b996cedffbde2\src\main\java\edu\northeastern\cs5500\starterbot\command\StartCommand.java,,statement,User interface,8,,"[81,82]",2,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2274,1603,476,163,39,38,11.5,208,225,10,6,9.9,0,0,17,216,0.4,204,66,1.25,0.4,5,2,1,0,0,1,14.3,1,0,0,0,0,1,10,5.6,0,0,,,,,
72,mu_repository,2023/6/21 13:56,Java,2,0,4,0,1,19,Java,8,generated by chatgpt,https://github.com/ekert-it/mu_repository/blob/e1339a67b44f710eb10b46975790df205373a494/app/src/main/java/de/ekert/mavendemo/ki/other/CountdownTimerOriginalFromChatGPT_OK.java,mu_repository\e1339a67b44f710eb10b46975790df205373a494\app\src\main\java\de\ekert\mavendemo\ki\other\CountdownTimerOriginalFromChatGPT_OK.java,,file,User interface,2,,"[1,55]",55,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],529,377,152,32,10,9,10.5,44,34,2,2,6.4,0,1,19,160,1.4,44,17,1.38,0.53,55,40,19,3,1,1,7,3,0,0,0,0,3,20,1.7,4,3,1.333333333,1,,,
