index,project_name,create_time,project_language,contributor,star,fork,issues,watch,project_commits,code_language,keyword_index,matched_keyword,path_of_first_file_commit,final_change_commit_path,code_granularity_data,code_func_type,number_of_bug_or_vulnerability_all_commit,comments,start_end_line_data,first_loc,final_start_end_line_data,final_loc_add,final_loc_minus,final_change_type,test_code_data,regular_expression_data,number_of_commits,number_of_change_commit_to_first,change_commit_to_first_index,change_commit_to_first_hash,change_commit_to_first_blocks,number_of_all_change_commit,all_change_commit_index,all_change_commit_hash,all_change_commit_blocks,number_of_all_change_fix_commit,real_fixed_commit_number,real_fixed_commit_hash,real_fixed_commit_reason,all_change_fix_commit_index,all_change_fix_commit_hash,all_change_fix_commit_blocks,project_lines,project_locs,project_statements,project_functions,project_classes,project_files,project_density_comments,project_comments,project_duplicated_lines,project_duplicated_blocks,project_duplicated_files,project_duplicated_lines_density,project_vulnerability,project_bugs,project_code_smells,project_sqale_index,project_sqale_debt_ratio,project_complexity_all,project_cognitive_complexity_all,project_complexity_mean_method,project_cognitive_complexity_mean_method,code_lines,code_locs,code_statements,code_functions,code_classes,code_files,code_density_comments,code_comments,code_duplicated_lines,code_duplicated_blocks,code_duplicated_files,code_duplicated_lines_density,code_code_smells,code_sqale_index,code_sqale_debt_ratio,code_complexity_all,code_cognitive_complexity_all,code_complexity_mean_method,code_cognitive_complexity_mean_method,manual_vs_gpt_loc_ratio,manual_vs_gpt_change_commit_ratio,manual_vs_gpt_change_fix_commit_ratio
72,mu_repository,2023-06-21 13:56:53,Java,2,0,4,0,1,19,Java,8,generated by chatgpt,mu_repository\e1339a67b44f710eb10b46975790df205373a494\app\src\main\java\de\ekert\mavendemo\ki\other\CountdownTimerOriginalFromChatGPT_OK.java,,file,,2,,"[1,55]",55,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],529.0,377.0,152.0,32.0,10.0,9.0,10.5,44.0,34.0,2.0,2.0,6.4,0.0,1.0,19.0,160.0,1.4,44.0,17.0,1.38,0.53,55.0,40.0,19.0,3.0,1.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,3.0,20.0,1.7,4.0,3.0,1.33,1.0,,,
73,2023-compilers-coding-0,2023-02-26 08:08:41,Java,,3,1,0,0,27,Java,35,generated by chatgpt,2023-compilers-coding-0\6680ddc2d7593fc56b9f6eb6c08c410e8bf34799\src\main\java\parser\allstar\exprprec\ExprPrecTest.java,2023-compilers-coding-0\8c041c1cb10259838b7b0eb62988245dd293972f\src\main\java\parser\allstar\exprprec\ExprPrecTest.java,statement,,1,,"[36,48]",13,,,,,,,2,1,[-2],['8c041c1cb10259838b7b0eb62988245dd293972f'],"[[{'highest_ratio': 0.9711934156378601, 'best_match_position': (37, 49)}]]",1,[-2],['8c041c1cb10259838b7b0eb62988245dd293972f'],"[[{'highest_ratio': 0.9711934156378601, 'best_match_position': (37, 49)}]]",0,,,,[],[],[],1266.0,964.0,387.0,95.0,30.0,31.0,4.3,43.0,111.0,9.0,4.0,8.8,0.0,0.0,44.0,428.0,1.5,154.0,97.0,1.62,1.02,16.0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.4,0.0,0.0,0.0,0.0,,,
74,cars-back,2023-10-16 11:26:42,Java,,0,2,0,1,12,Java,9,generated by chatgpt,cars-back\b2efef82f1ecd8ec4b0e5713cad3e9364348b8d2\src\main\java\dat3\car\config\MemberTestDataFactory.java,,file,,0,,"[1,45]",45,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2456.0,1854.0,605.0,161.0,46.0,45.0,7.3,145.0,0.0,0.0,0.0,0.0,0.0,2.0,122.0,979.0,1.8,226.0,37.0,1.4,0.23,45.0,27.0,18.0,1.0,1.0,1.0,25.0,9.0,0.0,0.0,0.0,0.0,3.0,20.0,2.5,2.0,1.0,2.0,1.0,,,
75,design-patterns,2024-03-05 01:39:13,Java,,0,0,0,1,3,Java,13,generated by chatgpt,design-patterns\17ea6debc7cb8d262d0bb2452481c5f01cb02d5f\src\main\java\br\com\lcalves\designpatterns\application\services\impl\RegistrationNumberGeneratorServiceImpl.java,,file,,0,,"[1,79]",79,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],781.0,551.0,130.0,100.0,21.0,21.0,1.3,7.0,60.0,2.0,2.0,7.7,0.0,0.0,3.0,45.0,0.3,91.0,6.0,0.91,0.06,79.0,50.0,21.0,6.0,1.0,1.0,3.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,1.5,0.5,,,
76,Legend-Of-Zelda,2023-09-11 11:08:40,Java,5,5,0,0,1,684,Java,36,generated by chatgpt,Legend-Of-Zelda\a751474bc7219de9ebf35de611519895462cf89f\Engine\Graphics\Tile\ShadowLayer.java,Legend-Of-Zelda\8926800a2f7f7927befe5a9aca2e1eb72ee175b1\Engine\Graphics\Tile\ShadowLayer.java,method,,34,,"[36,96]",61,,,,,,,3,2,"[-2, -3]","['9ac2c739da2e37fc126af86a94d4abcd8e851936', '8926800a2f7f7927befe5a9aca2e1eb72ee175b1']","[[{'highest_ratio': 0.9996713769306605, 'best_match_position': (36, 96)}], [{'highest_ratio': 0.9558773997979118, 'best_match_position': (35, 95)}]]",2,"[-2, -3]","['9ac2c739da2e37fc126af86a94d4abcd8e851936', '8926800a2f7f7927befe5a9aca2e1eb72ee175b1']","[[{'highest_ratio': 0.9996713769306605, 'best_match_position': (36, 96)}], [{'highest_ratio': 0.9558773997979118, 'best_match_position': (35, 95)}]]",0,,,,[],[],[],9514.0,6004.0,2839.0,655.0,98.0,97.0,23.3,1821.0,198.0,13.0,9.0,2.1,3.0,18.0,894.0,5891.0,3.3,1247.0,927.0,1.9,1.42,62.0,35.0,27.0,2.0,1.0,1.0,33.9,19.0,0.0,0.0,0.0,0.0,7.0,45.0,4.1,10.0,10.0,5.0,5.0,,,
77,ICS4U-Unit1-01,2024-02-15 14:24:10,Java,,0,0,0,1,9,Java,35,generated by chatgpt,ICS4U-Unit1-01\257989be016a0e3b436effd67d4856eec7523ecf\index.java,,method,,0,,"[34,54]",21,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],57.0,19.0,12.0,2.0,1.0,1.0,32.1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60.0,10.5,2.0,0.0,1.0,0.0,22.0,13.0,11.0,1.0,1.0,1.0,11.8,2.0,0.0,0.0,0.0,0.0,7.0,65.0,14.4,1.0,0.0,1.0,0.0,,,
78,weather-project,2023-05-30 17:00:48,Java,,0,0,0,1,37,Java,9,generated by chatgpt,weather-project\057324af6f9adc9722eb30a99f97d4b786da1114\telegram-service\src\main\java\com\sokima\weather\telegram\service\TableWeatherReportService.java,,method,,1,,"[11,108]",98,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],1444.0,982.0,303.0,85.0,34.0,33.0,6.7,70.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,158.0,0.5,137.0,53.0,1.61,0.62,99.0,85.0,24.0,1.0,0.0,1.0,4.4,4.0,0.0,0.0,0.0,0.0,12.0,138.0,5.3,2.0,1.0,2.0,1.0,,,
79,StressOverflow,2023-10-03 23:20:45,Java,5,0,1,0,0,240,Java,843,generated by chatgpt,StressOverflow\36d769219deae9acb8251276e16c8502ed104d8f\app\src\androidTest\java\com\example\StressOverflow\FilterTest.java,,method,,39,,"[848,861]",14,,,,,,,8,0,[],[],[],0,[],[],[],0,,,,[],[],[],5738.0,4136.0,1673.0,226.0,39.0,31.0,11.5,535.0,291.0,15.0,8.0,5.1,0.0,11.0,255.0,2546.0,2.1,491.0,371.0,2.17,1.64,15.0,13.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,5.6,4.0,1.0,4.0,1.0,,,
80,IST311ReviewQuiz,2023-09-06 15:13:42,Java,,0,0,0,1,2,Java,2,generated by chatgpt,IST311ReviewQuiz\7a10e49d3b74c7c768e4b90f1f68402b25fe0066\src\main\java\Media.java,,file,,0,,"[1,27]",27,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],83.0,59.0,27.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,150.0,8.5,7.0,2.0,1.0,0.29,27.0,18.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,2.2,1.0,0.0,0.33,0.0,,,
83,java_dao,2023-07-31 16:13:30,Java,,0,0,0,1,2,Java,9,generated by chatgpt,java_dao\d65ebcae12fa840b98fc23bf706fa96dcae9f8ce\src\main\java\de\htwberlin\dao\MautabschnittDao.java,,file,,0,,"[1,33]",33,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2596.0,1444.0,607.0,214.0,33.0,31.0,22.6,422.0,36.0,2.0,1.0,1.4,0.0,6.0,81.0,784.0,1.8,221.0,62.0,1.03,0.29,33.0,8.0,0.0,2.0,1.0,1.0,55.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
84,java_dao,2023-07-31 16:13:30,Java,,0,0,0,1,2,Java,11,generated by chatgpt,java_dao\d65ebcae12fa840b98fc23bf706fa96dcae9f8ce\src\main\java\de\htwberlin\dao\BuchungsStatusDao.java,,file,,0,,"[1,53]",53,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2596.0,1444.0,607.0,214.0,33.0,31.0,22.6,422.0,36.0,2.0,1.0,1.4,0.0,6.0,81.0,784.0,1.8,221.0,62.0,1.03,0.29,53.0,11.0,0.0,5.0,1.0,1.0,60.7,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
85,java_dao,2023-07-31 16:13:30,Java,,0,0,0,1,2,Java,8,generated by chatgpt,java_dao\d65ebcae12fa840b98fc23bf706fa96dcae9f8ce\src\main\java\de\htwberlin\dao\FahrzeuggeratDao.java,,file,,0,,"[1,64]",64,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2596.0,1444.0,607.0,214.0,33.0,31.0,22.6,422.0,36.0,2.0,1.0,1.4,0.0,6.0,81.0,784.0,1.8,221.0,62.0,1.03,0.29,64.0,12.0,0.0,6.0,1.0,1.0,65.7,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
87,cars3_week,2023-09-10 10:35:26,Java,2,0,0,0,1,30,Java,9,generated by chatgpt,cars3_week\3cc5daf25cda458b90de4ec62b352a37cd7e6e7f\src\main\java\dat3\car\config\MemberTestDataFactory.java,cars3_week\e86a74cbd3b6d165fe581ddb21e3f89e7318c900\src\main\java\dat3\car\config\MemberTestDataFactory.java,file,,3,,"[1,45]",45,,,,,,,2,1,[-2],['e86a74cbd3b6d165fe581ddb21e3f89e7318c900'],"[[{'highest_ratio': 0.9946524064171123, 'best_match_position': (1, 45)}]]",1,[-2],['e86a74cbd3b6d165fe581ddb21e3f89e7318c900'],"[[{'highest_ratio': 0.9946524064171123, 'best_match_position': (1, 45)}]]",0,,,,[],[],[],269.0,192.0,47.0,8.0,9.0,9.0,9.4,20.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,187.0,3.2,10.0,2.0,1.25,0.25,45.0,27.0,18.0,1.0,1.0,1.0,25.0,9.0,0.0,0.0,0.0,0.0,3.0,20.0,2.5,2.0,1.0,2.0,1.0,,,
90,Project,2024-01-26 19:36:01,Java,5,0,0,0,0,414,Java,17,generated by chatgpt,Project\83fa9f626c7227ef445feeb61703798eef674a22\client\app\src\main\java\org\example\Pages\Managers\CreateItem.java,,file,,9,,"[1,92]",92,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],4186.0,3134.0,1467.0,279.0,112.0,64.0,5.6,185.0,0.0,0.0,0.0,0.0,0.0,5.0,127.0,1018.0,1.1,377.0,122.0,1.35,0.44,92.0,70.0,45.0,2.0,1.0,1.0,15.7,13.0,0.0,0.0,0.0,0.0,3.0,32.0,1.5,4.0,2.0,2.0,1.0,,,
91,java_dao,2023-07-31 16:13:30,Java,,0,0,0,1,2,Java,10,generated by chatgpt,java_dao\d65ebcae12fa840b98fc23bf706fa96dcae9f8ce\src\main\java\de\htwberlin\dao\FahrzeuggeratDaoImpl.java,,file,,0,,"[1,169]",169,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2596.0,1444.0,607.0,214.0,33.0,31.0,22.6,422.0,36.0,2.0,1.0,1.4,0.0,6.0,81.0,784.0,1.8,221.0,62.0,1.03,0.29,169.0,94.0,52.0,8.0,1.0,1.0,23.6,29.0,0.0,0.0,0.0,0.0,4.0,60.0,2.1,11.0,3.0,1.38,0.38,,,
93,java_dao,2023-07-31 16:13:30,Java,,0,0,0,1,2,Java,54,generated by chatgpt,java_dao\d65ebcae12fa840b98fc23bf706fa96dcae9f8ce\src\main\java\de\htwberlin\mauterhebung\MauterServiceImpl.java,,method,,0,,"[67,107]",41,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2596.0,1444.0,607.0,214.0,33.0,31.0,22.6,422.0,36.0,2.0,1.0,1.4,0.0,6.0,81.0,784.0,1.8,221.0,62.0,1.03,0.29,42.0,28.0,19.0,1.0,1.0,1.0,21.1,8.0,0.0,0.0,0.0,0.0,5.0,27.0,3.0,6.0,6.0,6.0,6.0,,,
94,cars,2023-08-27 09:20:40,Java,,0,0,0,1,5,Java,8,generated by chatgpt,cars\ff76c49b86110b933e8cfa9d9677c1f76a5b53e5\src\main\java\dat3\car\config\CarTestDataFactory.java,,file,,1,,"[1,49]",49,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],1900.0,1416.0,403.0,114.0,43.0,42.0,7.1,108.0,0.0,0.0,0.0,0.0,0.0,2.0,106.0,861.0,2.0,164.0,33.0,1.44,0.29,49.0,34.0,10.0,1.0,1.0,1.0,17.1,7.0,0.0,0.0,0.0,0.0,3.0,20.0,2.0,2.0,1.0,2.0,1.0,,,
95,cars,2023-08-20 12:36:58,Java,,0,0,0,1,46,Java,9,generated by chatgpt,cars\3919717e51fc8d05d63c304dfd2d46a12ad0a2fa\src\main\java\dat3\car\config\MemberTestDataFactory.java,cars\9c530c4483659177380bb31462073d52f1092a21\src\main\java\dat3\car\config\MemberTestDataFactory.java,file,,1,,"[1,44]",44,,,,,,,2,1,[-2],['9c530c4483659177380bb31462073d52f1092a21'],"[[{'highest_ratio': 0.989841104454285, 'best_match_position': (1, 44)}]]",1,[-2],['9c530c4483659177380bb31462073d52f1092a21'],"[[{'highest_ratio': 0.989841104454285, 'best_match_position': (1, 44)}]]",0,,,,[],[],[],1004.0,714.0,210.0,58.0,20.0,20.0,15.4,130.0,0.0,0.0,0.0,0.0,0.0,2.0,58.0,422.0,2.0,77.0,9.0,1.33,0.16,44.0,27.0,18.0,1.0,1.0,1.0,25.0,9.0,0.0,0.0,0.0,0.0,3.0,20.0,2.5,2.0,1.0,2.0,1.0,,,
96,ICS4U-Unit-1-02-Java,2024-02-21 21:50:50,Java,,0,0,0,1,2,Java,35,generated by chatgpt,ICS4U-Unit-1-02-Java\2113cb8b4ccea2bcad366c76e03e7a99ec73dfff\EnergyReleased.java,,method,,0,,"[34,70]",37,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],82.0,34.0,20.0,2.0,1.0,2.0,24.4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,85.0,8.3,4.0,4.0,2.0,2.0,38.0,27.0,19.0,1.0,1.0,1.0,12.1,4.0,0.0,0.0,0.0,0.0,9.0,85.0,9.8,3.0,4.0,3.0,4.0,,,
97,cs644,2024-05-04 15:50:22,Java,3,0,0,0,1,507,Java,1,generated by chatgpt,cs644\a8a8e8ede31974dfb05ee8d8308885521580d01d\tests\a5-tests\J1_heapsort.java,,file,,112,,"[1,58]",58,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,java-subset-compiler,2023-08-21 04:41:02,Java,,0,0,0,1,7,Java,1,generated by chatgpt,java-subset-compiler\147856af5995e635c2bfc33ea7a401a5f46d479c\src\test\resources\a5\J1_heapsort.java,,file,,0,,"[1,58]",58,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Joosc,2024-03-27 16:57:29,Java,2,1,0,0,1,1122,Java,1,generated by chatgpt,Joosc\4c6c0b6f05f534844cfd0432abbc54b77cfa63d9\tests\programs\a5\marmoset\valid\J1_heapsort.java,,file,,351,,"[1,58]",58,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Successorator,2024-03-17 04:37:40,Java,,0,0,0,1,2,Java,77,generated by chatgpt,Successorator\27b84c036851f8db7d9e951b1a4d175aeabd9423\project-team-31\lib\src\main\java\edu\ucsd\cse110\successorator\lib\domain\SimpleGoalRepository.java,,method,,0,,"[79,98]",20,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],4435.0,3195.0,1400.0,249.0,39.0,40.0,10.5,375.0,496.0,33.0,10.0,11.2,0.0,1.0,219.0,1623.0,1.7,490.0,244.0,1.97,0.98,21.0,13.0,9.0,1.0,1.0,1.0,21.1,4.0,0.0,0.0,0.0,0.0,2.0,15.0,3.3,3.0,3.0,3.0,3.0,,,
101,cars-back,2023-10-16 11:26:42,Java,,0,2,0,1,12,Java,8,generated by chatgpt,cars-back\b2efef82f1ecd8ec4b0e5713cad3e9364348b8d2\src\main\java\dat3\car\config\CarTestDataFactory.java,,file,,0,,"[1,49]",49,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2456.0,1854.0,605.0,161.0,46.0,45.0,7.3,145.0,0.0,0.0,0.0,0.0,0.0,2.0,122.0,979.0,1.8,226.0,37.0,1.4,0.23,49.0,34.0,10.0,1.0,1.0,1.0,17.1,7.0,0.0,0.0,0.0,0.0,3.0,20.0,2.0,2.0,1.0,2.0,1.0,,,
102,Tech-Exam,2023-10-29 09:59:06,Java,2,0,0,0,1,6,Java,8,generated by chatgpt,Tech-Exam\df1af7376137adac767acc713c7b9242583d3f6e\src\main\java\dat3\car\config\CarTestDataFactory.java,,file,,0,,"[1,49]",49,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2393.0,1811.0,578.0,158.0,46.0,45.0,6.9,135.0,0.0,0.0,0.0,0.0,0.0,2.0,115.0,928.0,1.7,220.0,36.0,1.39,0.23,49.0,34.0,10.0,1.0,1.0,1.0,17.1,7.0,0.0,0.0,0.0,0.0,3.0,20.0,2.0,2.0,1.0,2.0,1.0,,,
103,cars-fall2023,2023-08-25 10:57:57,Java,,0,3,0,1,25,Java,8,generated by chatgpt,cars-fall2023\3cc5daf25cda458b90de4ec62b352a37cd7e6e7f\src\main\java\dat3\car\config\CarTestDataFactory.java,,file,,3,,"[1,49]",49,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],269.0,192.0,47.0,8.0,9.0,9.0,9.4,20.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,187.0,3.2,10.0,2.0,1.25,0.25,49.0,34.0,10.0,1.0,1.0,1.0,17.1,7.0,0.0,0.0,0.0,0.0,3.0,20.0,2.0,2.0,1.0,2.0,1.0,,,
104,cars,2023-12-28 11:30:06,Java,,0,0,0,1,5,Java,8,generated by chatgpt,cars\1a97e122c110e2d8a33d245596d96130438f4ea1\cars-fall2023-main\src\main\java\dat3\car\config\CarTestDataFactory.java,,file,,0,,"[1,49]",49,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],4912.0,3706.0,1210.0,322.0,92.0,90.0,7.3,292.0,3430.0,70.0,70.0,69.8,0.0,4.0,314.0,3358.0,3.0,452.0,74.0,1.4,0.23,49.0,34.0,10.0,1.0,1.0,1.0,17.1,7.0,0.0,0.0,0.0,0.0,3.0,20.0,2.0,2.0,1.0,2.0,1.0,,,
105,Successorator,2024-03-17 04:37:40,Java,,0,0,0,1,2,Java,65,generated by chatgpt,Successorator\27b84c036851f8db7d9e951b1a4d175aeabd9423\project-team-31\app\src\main\java\edu\ucsd\cse110\successorator\app\data\db\GoalDao.java,,method,,0,,"[66,94]",29,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],4435.0,3195.0,1400.0,249.0,39.0,40.0,10.5,375.0,496.0,33.0,10.0,11.2,0.0,1.0,219.0,1623.0,1.7,490.0,244.0,1.97,0.98,30.0,21.0,6.0,6.0,1.0,1.0,4.2,1.0,0.0,0.0,0.0,0.0,2.0,15.0,2.2,1.0,0.0,0.17,0.0,,,
106,Tech-Exam,2023-10-29 09:59:06,Java,2,0,0,0,1,6,Java,9,generated by chatgpt,Tech-Exam\df1af7376137adac767acc713c7b9242583d3f6e\src\main\java\dat3\car\config\MemberTestDataFactory.java,,file,,0,,"[1,45]",45,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2393.0,1811.0,578.0,158.0,46.0,45.0,6.9,135.0,0.0,0.0,0.0,0.0,0.0,2.0,115.0,928.0,1.7,220.0,36.0,1.39,0.23,45.0,27.0,18.0,1.0,1.0,1.0,25.0,9.0,0.0,0.0,0.0,0.0,3.0,20.0,2.5,2.0,1.0,2.0,1.0,,,
107,cars-fall2023,2023-08-25 10:57:57,Java,,0,3,0,1,25,Java,9,generated by chatgpt,cars-fall2023\3cc5daf25cda458b90de4ec62b352a37cd7e6e7f\src\main\java\dat3\car\config\MemberTestDataFactory.java,cars-fall2023\1f55562eaecf418febc6ecc6c675891d66958a66\src\main\java\dat3\car\config\MemberTestDataFactory.java,file,,3,,"[1,45]",45,,,,,,,2,1,[-2],['1f55562eaecf418febc6ecc6c675891d66958a66'],"[[{'highest_ratio': 0.9906067529829906, 'best_match_position': (1, 45)}]]",1,[-2],['1f55562eaecf418febc6ecc6c675891d66958a66'],"[[{'highest_ratio': 0.9906067529829906, 'best_match_position': (1, 45)}]]",1,,,,[-2],['1f55562eaecf418febc6ecc6c675891d66958a66'],"[[{'highest_ratio': 0.9906067529829906, 'best_match_position': (1, 45)}]]",269.0,192.0,47.0,8.0,9.0,9.0,9.4,20.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,187.0,3.2,10.0,2.0,1.25,0.25,45.0,27.0,18.0,1.0,1.0,1.0,25.0,9.0,0.0,0.0,0.0,0.0,3.0,20.0,2.5,2.0,1.0,2.0,1.0,,,
108,cars,2023-12-28 11:30:06,Java,,0,0,0,1,5,Java,9,generated by chatgpt,cars\1a97e122c110e2d8a33d245596d96130438f4ea1\src\main\java\dat3\car\config\MemberTestDataFactory.java,,file,,0,,"[1,45]",45,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],4912.0,3706.0,1210.0,322.0,92.0,90.0,7.3,292.0,3430.0,70.0,70.0,69.8,0.0,4.0,314.0,3358.0,3.0,452.0,74.0,1.4,0.23,45.0,27.0,18.0,1.0,1.0,1.0,25.0,9.0,0.0,0.0,0.0,0.0,3.0,20.0,2.5,2.0,1.0,2.0,1.0,,,
109,CarsRUs,2023-08-28 11:42:04,Java,,0,0,0,1,10,Java,9,generated by chatgpt,CarsRUs\1052743e668150fbb843f2a664c3337a819ad14e\src\main\java\dat3\car\config\MemberTestDataFactory.java,CarsRUs\2af5ef372a2e0704511b4b7f3904ee5d927d724e\src\main\java\dat3\car\config\MemberTestDataFactory.java,file,,1,,"[1,45]",45,,,,,,,2,1,[-2],['2af5ef372a2e0704511b4b7f3904ee5d927d724e'],"[[{'highest_ratio': 0.9906067529829906, 'best_match_position': (1, 45)}]]",1,[-2],['2af5ef372a2e0704511b4b7f3904ee5d927d724e'],"[[{'highest_ratio': 0.9906067529829906, 'best_match_position': (1, 45)}]]",0,,,,[],[],[],698.0,509.0,164.0,43.0,16.0,16.0,10.2,58.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,379.0,2.5,53.0,7.0,1.23,0.16,45.0,27.0,18.0,1.0,1.0,1.0,25.0,9.0,0.0,0.0,0.0,0.0,3.0,20.0,2.5,2.0,1.0,2.0,1.0,,,
110,cs644,2024-05-04 15:50:22,Java,3,0,0,0,1,507,Java,1,generated by chatgpt,cs644\a8a8e8ede31974dfb05ee8d8308885521580d01d\tests\a5-tests\J1_bubblesort.java,,file,,112,,"[1,36]",36,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,java-subset-compiler,2023-08-21 04:41:02,Java,,0,0,0,1,7,Java,1,generated by chatgpt,java-subset-compiler\147856af5995e635c2bfc33ea7a401a5f46d479c\src\test\resources\a5\J1_bubblesort.java,,file,,0,,"[1,36]",36,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Joosc,2024-03-27 16:57:29,Java,2,1,0,0,1,1122,Java,1,generated by chatgpt,Joosc\4c6c0b6f05f534844cfd0432abbc54b77cfa63d9\tests\programs\a5\marmoset\valid\J1_bubblesort.java,,file,,351,,"[1,36]",36,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,java-subset-compiler,2023-08-21 04:41:02,Java,,0,0,0,1,7,Java,1,generated by chatgpt,java-subset-compiler\147856af5995e635c2bfc33ea7a401a5f46d479c\src\test\resources\a6\J1_Kosaraju\Main.java,,file,,0,,"[1,110]",110,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Joosc,2024-03-27 16:57:29,Java,2,1,0,0,1,1122,Java,1,generated by chatgpt,Joosc\dbb8a900ce5c3ddd0aa8466f96e0a14b582c1b1d\tests\programs\a6\marmoset\valid\J1_Kosaraju\Main.java,,file,,351,,"[1,110]",110,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,java_dao,2023-07-31 16:13:30,Java,,0,0,0,1,2,Java,13,generated by chatgpt,java_dao\d65ebcae12fa840b98fc23bf706fa96dcae9f8ce\src\main\java\de\htwberlin\dao\BuchungsStatusDaoImpl.java,,file,,0,,"[1,129]",129,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2596.0,1444.0,607.0,214.0,33.0,31.0,22.6,422.0,36.0,2.0,1.0,1.4,0.0,6.0,81.0,784.0,1.8,221.0,62.0,1.03,0.29,129.0,69.0,33.0,7.0,1.0,1.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.29,0.29,,,
117,mankomania-app,2024-03-23 10:13:18,Java,5,0,0,11,0,416,Java,65,generated by chatgpt,mankomania-app\32187ed100d7981f809f257a1ee07a2a95aa5918\app\src\test\java\com\example\mankomania\apitests\LobbyAPITests.java,,method,,61,,"[66,74]",9,,,,,,,9,0,[],[],[],0,[],[],[],0,,,,[],[],[],3165.0,2229.0,1095.0,204.0,49.0,45.0,11.2,280.0,100.0,6.0,4.0,3.2,0.0,1.0,80.0,597.0,0.9,351.0,139.0,1.72,0.68,10.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,7.6,1.0,0.0,1.0,0.0,,,
